person_number,pay_period_start,pay_period_end,regular_hours,overtime_hours,doubletime_hours,holiday_hours,sick_hours,pto_hours,shift_count,missed_punch_count
RN011,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN012,2026-03-30,2026-04-12,80.00,28.50,0.00,0.00,0.00,0.00,14,0
RN013,2026-03-30,2026-04-12,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN014,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN015,2026-03-30,2026-04-12,46.50,0.00,0.00,0.00,0.00,0.00,6,0
RN016,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN017,2026-03-30,2026-04-12,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN018,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN019,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN020,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN021,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN022,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN023,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN024,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN025,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN026,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN027,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN028,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN029,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN030,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN031,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN032,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN033,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN034,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN035,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN036,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN037,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN038,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN039,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN040,2026-03-30,2026-04-12,46.50,0.00,0.00,0.00,0.00,0.00,6,0
RN041,2026-03-30,2026-04-12,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN042,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN043,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN044,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN045,2026-03-30,2026-04-12,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN046,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN047,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN048,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN049,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN050,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN051,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN052,2026-03-30,2026-04-12,54.25,0.00,0.00,0.00,0.00,0.00,7,0
RN053,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN054,2026-03-30,2026-04-12,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN055,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN056,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN057,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN058,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN059,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN060,2026-03-30,2026-04-12,46.50,0.00,0.00,0.00,0.00,0.00,6,0
RN061,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN062,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN063,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN064,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN065,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN066,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN067,2026-03-30,2026-04-12,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN068,2026-03-30,2026-04-12,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN069,2026-03-30,2026-04-12,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN070,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN071,2026-03-30,2026-04-12,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN072,2026-03-30,2026-04-12,54.25,0.00,0.00,0.00,0.00,0.00,7,0
RN073,2026-03-30,2026-04-12,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA001,2026-04-13,2026-04-26,76.00,0.00,0.00,0.00,0.00,0.00,13,0
CNA002,2026-04-13,2026-04-26,76.00,0.00,0.00,0.00,0.00,0.00,10,0
CNA003,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA004,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
CNA005,2026-04-13,2026-04-26,31.00,0.00,0.00,0.00,0.00,0.00,4,0
CNA006,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA007,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA008,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,1
CNA009,2026-04-13,2026-04-26,38.75,0.00,0.00,0.00,0.00,0.00,5,0
CNA010,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA011,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
CNA012,2026-04-13,2026-04-26,38.75,0.00,0.00,0.00,0.00,0.00,5,0
CNA013,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
CNA014,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA015,2026-04-13,2026-04-26,31.00,0.00,0.00,0.00,0.00,0.00,4,0
CNA016,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA017,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA018,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA019,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA020,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA021,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA022,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
CNA023,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA024,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA025,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA026,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
CNA027,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA028,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA029,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA030,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA031,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
CNA032,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA033,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
CNA034,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA035,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA036,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
CNA037,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA038,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA039,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA040,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA041,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA042,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA043,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA044,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA045,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA046,2026-04-13,2026-04-26,38.75,0.00,0.00,0.00,0.00,0.00,5,0
CNA047,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA048,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA049,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA050,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA051,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA052,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA053,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA054,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA055,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA056,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA057,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA058,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA059,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA060,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA061,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA062,2026-04-13,2026-04-26,46.50,0.00,0.00,0.00,0.00,0.00,6,0
CNA063,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA064,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA065,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA066,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA067,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA068,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA069,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA070,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA071,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA072,2026-04-13,2026-04-26,46.50,0.00,0.00,0.00,0.00,0.00,6,0
CNA073,2026-04-13,2026-04-26,38.75,0.00,0.00,0.00,0.00,0.00,5,0
CNA074,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA075,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA076,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA077,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA078,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA079,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA080,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA081,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA082,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA083,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
CNA084,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA085,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA086,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
CNA087,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA088,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA089,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA090,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA091,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA092,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA093,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA094,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA095,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA096,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
CNA097,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA098,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA099,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA100,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA101,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA102,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
CNA103,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA104,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
CNA105,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA106,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA107,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA108,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA109,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA110,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA111,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA112,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA113,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA114,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA115,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA116,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA117,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA118,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA119,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA120,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA121,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
CNA122,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA123,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA124,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA125,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA126,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA127,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA128,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA129,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA130,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
CNA131,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA132,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
CNA133,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA134,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA135,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
CNA136,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
LPN001,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
LPN002,2026-04-13,2026-04-26,46.50,0.00,0.00,0.00,0.00,0.00,6,0
LPN003,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
PCT001,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
PCT002,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN001,2026-04-13,2026-04-26,46.50,0.00,0.00,0.00,0.00,0.00,6,0
RN002,2026-04-13,2026-04-26,46.50,0.00,0.00,0.00,0.00,0.00,6,0
RN003,2026-04-13,2026-04-26,38.75,0.00,0.00,0.00,0.00,0.00,5,0
RN004,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN005,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN006,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN007,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN008,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN009,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN010,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN011,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN012,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN013,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
RN014,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN015,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN016,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN017,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN018,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN019,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN020,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN021,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN022,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN023,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN024,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN025,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN026,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN027,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN028,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN029,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN030,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
RN031,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
RN032,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN033,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN034,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN035,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN036,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN037,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN038,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN039,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN040,2026-04-13,2026-04-26,46.50,0.00,0.00,0.00,0.00,0.00,6,0
RN041,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN042,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN043,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN044,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN045,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN046,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN047,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN048,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
RN049,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN050,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN051,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN052,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
RN053,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN054,2026-04-13,2026-04-26,80.00,28.50,0.00,0.00,0.00,0.00,14,0
RN055,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN056,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN057,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN058,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN059,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN060,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
RN061,2026-04-13,2026-04-26,46.50,0.00,0.00,0.00,0.00,0.00,6,0
RN062,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN063,2026-04-13,2026-04-26,77.50,0.00,0.00,0.00,0.00,0.00,10,0
RN064,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN065,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN066,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN067,2026-04-13,2026-04-26,54.25,0.00,0.00,0.00,0.00,0.00,7,0
RN068,2026-04-13,2026-04-26,80.00,5.25,0.00,0.00,0.00,0.00,11,0
RN069,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
RN070,2026-04-13,2026-04-26,62.00,0.00,0.00,0.00,0.00,0.00,8,0
RN071,2026-04-13,2026-04-26,80.00,20.75,0.00,0.00,0.00,0.00,13,0
RN072,2026-04-13,2026-04-26,69.75,0.00,0.00,0.00,0.00,0.00,9,0
RN073,2026-04-13,2026-04-26,80.00,13.00,0.00,0.00,0.00,0.00,12,0
CNA001,2026-04-27,2026-05-10,30.50,0.00,0.00,0.00,0.00,0.00,5,0
CNA002,2026-04-27,2026-05-10,30.75,0.00,0.00,0.00,0.00,0.00,4,0
CNA003,2026-04-27,2026-05-10,23.25,0.00,0.00,0.00,0.00,0.00,3,0
CNA004,2026-04-27,2026-05-10,7.75,0.00,0.00,0.00,0.00,0.00,1,0
CNA005,2026-04-27,2026-05-10,8.00,7.75,0.00,0.00,0.00,0.00,1,0
CNA006,2026-04-27,2026-05-10,23.25,0.00,0.00,0.00,0.00,0.00,3,0
CNA007,2026-04-27,2026-05-10,15.50,0.00,0.00,0.00,0.00,0.00,2,0
CNA008,2026-04-27,2026-05-10,23.25,0.00,0.00,0.00,0.00,0.00,3,1
CNA009,2026-04-27,2026-05-10,15.50,0.00,0.00,0.00,0.00,0.00,2,0
CNA010,2026-04-27,2026-05-10,15.50,0.00,0.00,0.00,0.00,0.00,2,0
CNA011,2026-04-27,2026-05-10,23.25,0.00,0.00,0.00,0.00,0.00,3,0
CNA013,2026-04-27,2026-05-10,15.50,0.00,0.00,0.00,0.00,0.00,2,0
CNA014,2026-04-27,2026-05-10,23.25,0.00,0.00,0.00,0.00,0.00,3,0
CNA015,2026-04-27,2026-05-10,7.75,0.00,0.00,0.00,0.00,0.00,1,0
CNA016,2026-04-27,2026-05-10,31.00,0.00,0.00,0.00,0.00,0.00,4,0
CNA017,2026-04-27,2026-05-10,15.50,0.00,0.00,0.00,0.00,0.00,2,0
CNA018,2026-04-27,2026-05-10,15.50,0.00,0.00,0.00,0.00,0.00,2,0
CNA019,2026-04-27,2026-05-10,31.00,0.00,0.00,0.00,0.00,0.00,4,0
CNA020,2026-04-27,2026-05-10,23.25,0.00,0.00,0.00,0.00,0.00,3,0
CNA021,2026-04-27,2026-05-10,23.25,0.00,0.00,0.00,0.00,0.00,3,0
CNA022,2026-04-27,2026-05-10,31.00,0.00,0.00,0.00,0.00,0.00,4,0
CNA023,2026-04-27,2026-05-10,31.00,0.00,0.00,0.00,0.00,0.00,4,0
